PICkitminus and PK2CMD minus supported devices.
Device file based on last publicly available PICKitPlus
device file 2.63.218.15 from https://github.com/Anobium/PICKitPlus
Some devices added and fixed by jaka.
Device file and software updates available from
http://kair.us/projects/pickitminus/index.html


Device File Version:   2.64.33
Number of devices = 1588

Device Name                  Device Family               Device ID
PIC18F2550                   PIC18/PIC18F                0x00001240
PIC18F2553                   PIC18/PIC18F                0x00002A40
PIC18F2580                   PIC18/PIC18F                0x00001AC0
PIC18F2585                   PIC18/PIC18F                0x00000EE0
PIC18F2610                   PIC18/PIC18F                0x00000CA0
PIC18F2620                   PIC18/PIC18F                0x00000C80
PIC18F2680                   PIC18/PIC18F                0x00000EC0
PIC18F2682                   PIC18/PIC18F                0x00002700
PIC18F2685                   PIC18/PIC18F                0x00002720
PIC18F4220                   PIC18/PIC18F                0x000005A0
PIC18F4221                   PIC18/PIC18F                0x00002140
PIC18F4320                   PIC18/PIC18F                0x00000520
PIC18F4321                   PIC18/PIC18F                0x00002100
PIC18F4331                   PIC18/PIC18F                0x000008A0
PIC18F4410                   PIC18/PIC18F                0x000010E0
PIC18F4420                   PIC18/PIC18F                0x000010C0
PIC18F4423                   PIC18/PIC18F                0x000010D0
PIC18F4431                   PIC18/PIC18F                0x00000880
PIC18F4450                   PIC18/PIC18F                0x00002400
PIC18F4455                   PIC18/PIC18F                0x00001220
PIC18F4458                   PIC18/PIC18F                0x00002A20
PIC18F4480                   PIC18/PIC18F                0x00001AA0
PIC18F4510                   PIC18/PIC18F                0x000010A0
PIC18F4515                   PIC18/PIC18F                0x00000C60
PIC18F4520                   PIC18/PIC18F                0x00001080
PIC18F4523                   PIC18/PIC18F                0x00001090
PIC18F4525                   PIC18/PIC18F                0x00000C40
PIC18F4550                   PIC18/PIC18F                0x00001200
PIC18F4553                   PIC18/PIC18F                0x00002A00
PIC18F4580                   PIC18/PIC18F                0x00001A80
PIC18F4585                   PIC18/PIC18F                0x00000EA0
PIC18F4610                   PIC18/PIC18F                0x00000C20
PIC18F4620                   PIC18/PIC18F                0x00000C00
PIC18F4680                   PIC18/PIC18F                0x00000E80
PIC18F4682                   PIC18/PIC18F                0x00002740
PIC18F4685                   PIC18/PIC18F                0x00002760
PIC18F6310                   PIC18/PIC18F                0x00000BE0
PIC18F6390                   PIC18/PIC18F                0x00000BA0
PIC18F6393                   PIC18/PIC18F                0x00001A00
PIC18F6410                   PIC18/PIC18F                0x000006E0
PIC18F6490                   PIC18/PIC18F                0x000006A0
PIC18F6493                   PIC18/PIC18F                0x00000E00
PIC18F6520                   PIC18/PIC18F                0x00000B20
PIC18F6525                   PIC18/PIC18F                0x00000AE0
PIC18F6527                   PIC18/PIC18F                0x00001340
PIC18F6585                   PIC18/PIC18F                0x00000A60
PIC18F6620                   PIC18/PIC18F                0x00000660
PIC18F6621                   PIC18/PIC18F                0x00000AA0
PIC18F6622                   PIC18/PIC18F                0x00001380
PIC18F6627                   PIC18/PIC18F                0x000013C0
PIC18F6628                   PIC18/PIC18F                0x000049C0
PIC18F6680                   PIC18/PIC18F                0x00000A20
PIC18F6720                   PIC18/PIC18F                0x00000620
PIC18F6722                   PIC18/PIC18F                0x00001400
PIC18F6723                   PIC18/PIC18F                0x00004A00
PIC18F8310                   PIC18/PIC18F                0x00000BC0
PIC18F8390                   PIC18/PIC18F                0x00000B80
PIC18F8393                   PIC18/PIC18F                0x00001A20
PIC18F8410                   PIC18/PIC18F                0x000006C0
PIC18F8490                   PIC18/PIC18F                0x00000680
PIC18F8493                   PIC18/PIC18F                0x00000E20
PIC18F8520                   PIC18/PIC18F                0x00000B00
PIC18F8525                   PIC18/PIC18F                0x00000AC0
PIC18F8527                   PIC18/PIC18F                0x00001360
PIC18F8585                   PIC18/PIC18F                0x00000A40
PIC18F8620                   PIC18/PIC18F                0x00000640
PIC18F8621                   PIC18/PIC18F                0x00000A80
PIC18F8622                   PIC18/PIC18F                0x000013A0
PIC18F8627                   PIC18/PIC18F                0x000013E0
PIC18F8628                   PIC18/PIC18F                0x000049E0
PIC18F8680                   PIC18/PIC18F                0x00000A00
PIC18F8720                   PIC18/PIC18F                0x00000600
PIC18F8722                   PIC18/PIC18F                0x00001420
PIC18F8723                   PIC18/PIC18F                0x00004A20
PIC18LF6520                  PIC18/PIC18F                0x00000B30
PIC18LF8520                  PIC18/PIC18F                0x00000B10
PIC18F04Q20                  PIC18/PIC18F MSB1st         0x00007AE0
PIC18F04Q40                  PIC18/PIC18F MSB1st         0x00007640
PIC18F04Q41                  PIC18/PIC18F MSB1st         0x00007540
PIC18F05Q20                  PIC18/PIC18F MSB1st         0x00007AA0
PIC18F05Q40                  PIC18/PIC18F MSB1st         0x00007600
PIC18F05Q41                  PIC18/PIC18F MSB1st         0x00007500
PIC18F06Q20                  PIC18/PIC18F MSB1st         0x00007A60
PIC18F06Q40                  PIC18/PIC18F MSB1st         0x000075C0
PIC18F06Q41                  PIC18/PIC18F MSB1st         0x00007580
PIC18F14Q20                  PIC18/PIC18F MSB1st         0x00007AC0
PIC18F14Q40                  PIC18/PIC18F MSB1st         0x00007620
PIC18F14Q41                  PIC18/PIC18F MSB1st         0x00007520
PIC18F15Q20                  PIC18/PIC18F MSB1st         0x00007A80
PIC18F15Q40                  PIC18/PIC18F MSB1st         0x000075E0
PIC18F15Q41                  PIC18/PIC18F MSB1st         0x000074E0
PIC18F16Q20                  PIC18/PIC18F MSB1st         0x00007A40
PIC18F16Q40                  PIC18/PIC18F MSB1st         0x000075A0
PIC18F16Q41                  PIC18/PIC18F MSB1st         0x00007560
PIC18F24K40                  PIC18/PIC18F MSB1st         0x000069C0
PIC18F24K42                  PIC18/PIC18F MSB1st         0x00006CA0
PIC18F24Q10                  PIC18/PIC18F MSB1st         0x000071C0
PIC18F24Q24                  PIC18/PIC18F MSB1st         0x000078A0
PIC18F24Q71                  PIC18/PIC18F MSB1st         0x00007660
PIC18F25K40                  PIC18/PIC18F MSB1st         0x000069A0
PIC18F25K42                  PIC18/PIC18F MSB1st         0x00006C80
PIC18F25K83                  PIC18/PIC18F MSB1st         0x00006EE0
PIC18F25Q10                  PIC18/PIC18F MSB1st         0x000071A0
PIC18F25Q24                  PIC18/PIC18F MSB1st         0x000078C0
PIC18F25Q43                  PIC18/PIC18F MSB1st         0x000073C0
PIC18F25Q71                  PIC18/PIC18F MSB1st         0x000076A0
PIC18F26K40                  PIC18/PIC18F MSB1st         0x00006980
PIC18F26K42                  PIC18/PIC18F MSB1st         0x00006C60
PIC18F26K83                  PIC18/PIC18F MSB1st         0x00006EC0
PIC18F26Q10                  PIC18/PIC18F MSB1st         0x00007180
PIC18F26Q24                  PIC18/PIC18F MSB1st         0x000078E0
PIC18F26Q43                  PIC18/PIC18F MSB1st         0x00007420
PIC18F26Q71                  PIC18/PIC18F MSB1st         0x000076E0
PIC18F26Q83                  PIC18/PIC18F MSB1st         0x0000A306
PIC18F26Q84                  PIC18/PIC18F MSB1st         0x0000A300
PIC18F27K40                  PIC18/PIC18F MSB1st         0x00006960
PIC18F27K42                  PIC18/PIC18F MSB1st         0x00006C40
PIC18F27Q10                  PIC18/PIC18F MSB1st         0x00007100
PIC18F27Q43                  PIC18/PIC18F MSB1st         0x00007480
PIC18F27Q83                  PIC18/PIC18F MSB1st         0x00009909
PIC18F27Q84                  PIC18/PIC18F MSB1st         0x00009903
PIC18F44Q71                  PIC18/PIC18F MSB1st         0x000077A0
PIC18F45K40                  PIC18/PIC18F MSB1st         0x00006940
PIC18F45K42                  PIC18/PIC18F MSB1st         0x00006C20
PIC18F45Q10                  PIC18/PIC18F MSB1st         0x00007140
PIC18F45Q24                  PIC18/PIC18F MSB1st         0x00007940
PIC18F45Q43                  PIC18/PIC18F MSB1st         0x000073E0
PIC18F45Q71                  PIC18/PIC18F MSB1st         0x000077E0
PIC18F46K40                  PIC18/PIC18F MSB1st         0x00006920
PIC18F46K42                  PIC18/PIC18F MSB1st         0x00006C00
PIC18F46Q10                  PIC18/PIC18F MSB1st         0x00007120
PIC18F46Q24                  PIC18/PIC18F MSB1st         0x00007900
PIC18F46Q43                  PIC18/PIC18F MSB1st         0x00007440
PIC18F46Q71                  PIC18/PIC18F MSB1st         0x00007720
PIC18F46Q83                  PIC18/PIC18F MSB1st         0x0000A307
PIC18F46Q84                  PIC18/PIC18F MSB1st         0x0000A301
PIC18F47K40                  PIC18/PIC18F MSB1st         0x00006900
PIC18F47K42                  PIC18/PIC18F MSB1st         0x00006BE0
PIC18F47Q10                  PIC18/PIC18F MSB1st         0x000070E0
PIC18F47Q43                  PIC18/PIC18F MSB1st         0x000074A0
PIC18F47Q83                  PIC18/PIC18F MSB1st         0x0000990A
PIC18F47Q84                  PIC18/PIC18F MSB1st         0x00009904
PIC18F54Q71                  PIC18/PIC18F MSB1st         0x00007820
PIC18F55K42                  PIC18/PIC18F MSB1st         0x00006BC0
PIC18F55Q24                  PIC18/PIC18F MSB1st         0x00007960
PIC18F55Q43                  PIC18/PIC18F MSB1st         0x00007400
PIC18F55Q71                  PIC18/PIC18F MSB1st         0x00007860
PIC18F56K42                  PIC18/PIC18F MSB1st         0x00006BA0
PIC18F56Q24                  PIC18/PIC18F MSB1st         0x00007920
PIC18F56Q43                  PIC18/PIC18F MSB1st         0x00007460
PIC18F56Q71                  PIC18/PIC18F MSB1st         0x00007760
PIC18F56Q83                  PIC18/PIC18F MSB1st         0x0000A308
PIC18F56Q84                  PIC18/PIC18F MSB1st         0x0000A302
PIC18F57K42                  PIC18/PIC18F MSB1st         0x00006B80
PIC18F57Q43                  PIC18/PIC18F MSB1st         0x000074C0
PIC18F57Q83                  PIC18/PIC18F MSB1st         0x0000990B
PIC18F57Q84                  PIC18/PIC18F MSB1st         0x00009905
PIC18F65K40                  PIC18/PIC18F MSB1st         0x00006800
PIC18F66K40                  PIC18/PIC18F MSB1st         0x00006AE0
PIC18F67K40                  PIC18/PIC18F MSB1st         0x00006AC0
PIC18LF24K40                 PIC18/PIC18F MSB1st         0x00006AA0
PIC18LF24K42                 PIC18/PIC18F MSB1st         0x00006DE0
PIC18LF25K40                 PIC18/PIC18F MSB1st         0x00006A80
PIC18LF25K42                 PIC18/PIC18F MSB1st         0x00006DC0
PIC18LF25K83                 PIC18/PIC18F MSB1st         0x00006F20
PIC18LF26K40                 PIC18/PIC18F MSB1st         0x00006A60
PIC18LF26K42                 PIC18/PIC18F MSB1st         0x00006DA0
PIC18LF26K83                 PIC18/PIC18F MSB1st         0x00006F00
PIC18LF27K40                 PIC18/PIC18F MSB1st         0x00006A40
PIC18LF27K42                 PIC18/PIC18F MSB1st         0x00006D80
PIC18LF45K40                 PIC18/PIC18F MSB1st         0x00006A20
PIC18LF45K42                 PIC18/PIC18F MSB1st         0x00006D60
PIC18LF46K40                 PIC18/PIC18F MSB1st         0x00006A00
PIC18LF46K42                 PIC18/PIC18F MSB1st         0x00006D40
PIC18LF47K40                 PIC18/PIC18F MSB1st         0x000069E0
PIC18LF47K42                 PIC18/PIC18F MSB1st         0x00006D20
PIC18LF55K42                 PIC18/PIC18F MSB1st         0x00006D00
PIC18LF56K42                 PIC18/PIC18F MSB1st         0x00006CE0
PIC18LF57K42                 PIC18/PIC18F MSB1st         0x00006CC0
PIC18LF65K40                 PIC18/PIC18F MSB1st         0x00006B60
PIC18LF66K40                 PIC18/PIC18F MSB1st         0x00006B40
PIC18LF67K40                 PIC18/PIC18F MSB1st         0x00006B20
PIC18F24J10                  PIC18/PIC18F_J_             0x00001D00
PIC18F24J11                  PIC18/PIC18F_J_             0x00004D80
PIC18F24J50                  PIC18/PIC18F_J_             0x00004C00
PIC18F25J10                  PIC18/PIC18F_J_             0x00001C00
PIC18F25J11                  PIC18/PIC18F_J_             0x00004DA0
PIC18F25J50                  PIC18/PIC18F_J_             0x00004C20
PIC18F26J11                  PIC18/PIC18F_J_             0x00004DC0
PIC18F26J13                  PIC18/PIC18F_J_             0x00005920
PIC18F26J50                  PIC18/PIC18F_J_             0x00004C40
PIC18F26J53                  PIC18/PIC18F_J_             0x00005820
PIC18F27J13                  PIC18/PIC18F_J_             0x00005960
PIC18F27J53                  PIC18/PIC18F_J_             0x00005860
PIC18F44J10                  PIC18/PIC18F_J_             0x00001D20
PIC18F44J11                  PIC18/PIC18F_J_             0x00004DE0
PIC18F44J50                  PIC18/PIC18F_J_             0x00004C60
PIC18F45J10                  PIC18/PIC18F_J_             0x00001C20
PIC18F45J11                  PIC18/PIC18F_J_             0x00004E00
PIC18F45J50                  PIC18/PIC18F_J_             0x00004C80
PIC18F46J11                  PIC18/PIC18F_J_             0x00004E20
PIC18F46J13                  PIC18/PIC18F_J_             0x00005BA0
PIC18F46J50                  PIC18/PIC18F_J_             0x00004CA0
PIC18F46J53                  PIC18/PIC18F_J_             0x000058A0
PIC18F47J13                  PIC18/PIC18F_J_             0x000059E0
PIC18F47J53                  PIC18/PIC18F_J_             0x000058E0
PIC18F63J11                  PIC18/PIC18F_J_             0x00003900
PIC18F63J90                  PIC18/PIC18F_J_             0x00003800
PIC18F64J11                  PIC18/PIC18F_J_             0x00003920
PIC18F64J90                  PIC18/PIC18F_J_             0x00003820
PIC18F65J10                  PIC18/PIC18F_J_             0x00001520
PIC18F65J11                  PIC18/PIC18F_J_             0x00003960
PIC18F65J15                  PIC18/PIC18F_J_             0x00001540
PIC18F65J50                  PIC18/PIC18F_J_             0x00004100
PIC18F65J90                  PIC18/PIC18F_J_             0x00003860
PIC18F65J94                  PIC18/PIC18F_J_             0x00006400
PIC18F66J10                  PIC18/PIC18F_J_             0x00001560
PIC18F66J11                  PIC18/PIC18F_J_             0x00004440
PIC18F66J15                  PIC18/PIC18F_J_             0x00001580
PIC18F66J16                  PIC18/PIC18F_J_             0x00004460
PIC18F66J50                  PIC18/PIC18F_J_             0x00004140
PIC18F66J55                  PIC18/PIC18F_J_             0x00004160
PIC18F66J60                  PIC18/PIC18F_J_             0x00001800
PIC18F66J65                  PIC18/PIC18F_J_             0x00001F00
PIC18F66J90                  PIC18/PIC18F_J_             0x00005000
PIC18F66J93                  PIC18/PIC18F_J_             0x00005040
PIC18F66J94                  PIC18/PIC18F_J_             0x000063E0
PIC18F67J10                  PIC18/PIC18F_J_             0x000015A0
PIC18F67J11                  PIC18/PIC18F_J_             0x00004480
PIC18F67J50                  PIC18/PIC18F_J_             0x00004180
PIC18F67J60                  PIC18/PIC18F_J_             0x00001F20
PIC18F67J90                  PIC18/PIC18F_J_             0x00005020
PIC18F67J93                  PIC18/PIC18F_J_             0x00005060
PIC18F67J94                  PIC18/PIC18F_J_             0x000063A0
PIC18F83J11                  PIC18/PIC18F_J_             0x00003980
PIC18F83J90                  PIC18/PIC18F_J_             0x00003880
PIC18F84J11                  PIC18/PIC18F_J_             0x000039A0
PIC18F84J90                  PIC18/PIC18F_J_             0x000038A0
PIC18F85J10                  PIC18/PIC18F_J_             0x000015E0
PIC18F85J11                  PIC18/PIC18F_J_             0x000039E0
PIC18F85J15                  PIC18/PIC18F_J_             0x00001700
PIC18F85J50                  PIC18/PIC18F_J_             0x000041A0
PIC18F85J90                  PIC18/PIC18F_J_             0x000038E0
PIC18F85J94                  PIC18/PIC18F_J_             0x00006380
PIC18F86J10                  PIC18/PIC18F_J_             0x00001720
PIC18F86J11                  PIC18/PIC18F_J_             0x000044E0
PIC18F86J15                  PIC18/PIC18F_J_             0x00001740
PIC18F86J16                  PIC18/PIC18F_J_             0x00004500
PIC18F86J50                  PIC18/PIC18F_J_             0x000041E0
PIC18F86J55                  PIC18/PIC18F_J_             0x00004200
PIC18F86J60                  PIC18/PIC18F_J_             0x00001820
PIC18F86J65                  PIC18/PIC18F_J_             0x00001F40
PIC18F86J72                  PIC18/PIC18F_J_             0x00005040
PIC18F86J90                  PIC18/PIC18F_J_             0x00005080
PIC18F86J93                  PIC18/PIC18F_J_             0x000050C0
PIC18F86J94                  PIC18/PIC18F_J_             0x00006360
PIC18F87J10                  PIC18/PIC18F_J_             0x00001760
PIC18F87J11                  PIC18/PIC18F_J_             0x00004520
PIC18F87J50                  PIC18/PIC18F_J_             0x00004220
PIC18F87J60                  PIC18/PIC18F_J_             0x00001F60
PIC18F87J72                  PIC18/PIC18F_J_             0x00005060
PIC18F87J90                  PIC18/PIC18F_J_             0x000050A0
PIC18F87J93                  PIC18/PIC18F_J_             0x000050E0
PIC18F87J94                  PIC18/PIC18F_J_             0x00006320
PIC18F95J94                  PIC18/PIC18F_J_             0x00006300
PIC18F96J60                  PIC18/PIC18F_J_             0x00001840
PIC18F96J65                  PIC18/PIC18F_J_             0x00001F80
PIC18F96J94                  PIC18/PIC18F_J_             0x000062E0
PIC18F97J60                  PIC18/PIC18F_J_             0x00001FA0
PIC18F97J94                  PIC18/PIC18F_J_             0x000062A0
PIC18LF24J10                 PIC18/PIC18F_J_             0x00001D40
PIC18LF24J11                 PIC18/PIC18F_J_             0x00004E40
PIC18LF24J50                 PIC18/PIC18F_J_             0x00004CC0
PIC18LF25J10                 PIC18/PIC18F_J_             0x00001C40
PIC18LF25J11                 PIC18/PIC18F_J_             0x00004E60
PIC18LF25J50                 PIC18/PIC18F_J_             0x00004CE0
PIC18LF26J11                 PIC18/PIC18F_J_             0x00004E80
PIC18LF26J13                 PIC18/PIC18F_J_             0x00005B20
PIC18LF26J50                 PIC18/PIC18F_J_             0x00004D00
PIC18LF26J53                 PIC18/PIC18F_J_             0x00005A20
PIC18LF27J13                 PIC18/PIC18F_J_             0x00005B60
PIC18LF27J53                 PIC18/PIC18F_J_             0x00005A60
PIC18LF44J10                 PIC18/PIC18F_J_             0x00001D60
PIC18LF44J11                 PIC18/PIC18F_J_             0x00004EA0
PIC18LF44J50                 PIC18/PIC18F_J_             0x00004D20
PIC18LF45J10                 PIC18/PIC18F_J_             0x00001C60
PIC18LF45J11                 PIC18/PIC18F_J_             0x00004EC0
PIC18LF45J50                 PIC18/PIC18F_J_             0x00004D40
PIC18LF46J11                 PIC18/PIC18F_J_             0x00004EE0
PIC18LF46J13                 PIC18/PIC18F_J_             0x00005BA0
PIC18LF46J50                 PIC18/PIC18F_J_             0x00004D60
PIC18LF46J53                 PIC18/PIC18F_J_             0x00005AA0
PIC18LF47J13                 PIC18/PIC18F_J_             0x00005BE0
PIC18LF47J53                 PIC18/PIC18F_J_             0x00005AE0
PIC18F13K22                  PIC18/PIC18F_K_             0x00004F40
PIC18F13K50                  PIC18/PIC18F_K_             0x00004740
PIC18F14K22                  PIC18/PIC18F_K_             0x00004F20
PIC18F14K50                  PIC18/PIC18F_K_             0x00004760
PIC18F14K50-ICD              PIC18/PIC18F_K_             0x000047A0
PIC18F23K20                  PIC18/PIC18F_K_             0x000020E0
PIC18F23K22                  PIC18/PIC18F_K_             0x00005740
PIC18F24K20                  PIC18/PIC18F_K_             0x000020A0
PIC18F24K22                  PIC18/PIC18F_K_             0x00005640
PIC18F24K50                  PIC18/PIC18F_K_             0x00005C60
PIC18F25K20                  PIC18/PIC18F_K_             0x00002060
PIC18F25K22                  PIC18/PIC18F_K_             0x00005540
PIC18F25K50                  PIC18/PIC18F_K_             0x00005C20
PIC18F26K20                  PIC18/PIC18F_K_             0x00002020
PIC18F26K22                  PIC18/PIC18F_K_             0x00005440
PIC18F26K50                  PIC18/PIC18F_K_             0x00005D10
PIC18F43K20                  PIC18/PIC18F_K_             0x000020C0
PIC18F43K22                  PIC18/PIC18F_K_             0x00005700
PIC18F44K20                  PIC18/PIC18F_K_             0x00002080
PIC18F44K22                  PIC18/PIC18F_K_             0x00005600
PIC18F45K20                  PIC18/PIC18F_K_             0x00002040
PIC18F45K22                  PIC18/PIC18F_K_             0x00005500
PIC18F45K50                  PIC18/PIC18F_K_             0x00005C00
PIC18F46K20                  PIC18/PIC18F_K_             0x00002000
PIC18F46K22                  PIC18/PIC18F_K_             0x00005400
PIC18F46K50                  PIC18/PIC18F_K_             0x00005D00
PIC18LF13K22                 PIC18/PIC18F_K_             0x00004F80
PIC18LF13K50                 PIC18/PIC18F_K_             0x00004700
PIC18LF14K22                 PIC18/PIC18F_K_             0x00004F60
PIC18LF14K50                 PIC18/PIC18F_K_             0x00004720
PIC18LF14K50-ICD             PIC18/PIC18F_K_             0x00004B80
PIC18LF23K22                 PIC18/PIC18F_K_             0x00005760
PIC18LF24K22                 PIC18/PIC18F_K_             0x00005660
PIC18LF24K50                 PIC18/PIC18F_K_             0x00005CE0
PIC18LF25K22                 PIC18/PIC18F_K_             0x00005560
PIC18LF25K50                 PIC18/PIC18F_K_             0x00005CA0
PIC18LF26K22                 PIC18/PIC18F_K_             0x00005460
PIC18LF26K50                 PIC18/PIC18F_K_             0x00005D30
PIC18LF43K22                 PIC18/PIC18F_K_             0x00005720
PIC18LF44K22                 PIC18/PIC18F_K_             0x00005620
PIC18LF45K22                 PIC18/PIC18F_K_             0x00005520
PIC18LF45K50                 PIC18/PIC18F_K_             0x00005C80
PIC18LF46K22                 PIC18/PIC18F_K_             0x00005420
PIC18LF46K50                 PIC18/PIC18F_K_             0x00005D40
PIC18F25K80                  PIC18/PIC18F_K90_K80_K22    0x00006180
PIC18F26K80                  PIC18/PIC18F_K90_K80_K22    0x00006120
PIC18F45K80                  PIC18/PIC18F_K90_K80_K22    0x00006160
PIC18F46K80                  PIC18/PIC18F_K90_K80_K22    0x00006100
PIC18F65K22                  PIC18/PIC18F_K90_K80_K22    0x00005300
PIC18F65K80                  PIC18/PIC18F_K90_K80_K22    0x00006140
PIC18F65K90                  PIC18/PIC18F_K90_K80_K22    0x00005240
PIC18F66K22                  PIC18/PIC18F_K90_K80_K22    0x000052C0
PIC18F66K80                  PIC18/PIC18F_K90_K80_K22    0x000060E0
PIC18F66K90                  PIC18/PIC18F_K90_K80_K22    0x00005200
PIC18F67K22                  PIC18/PIC18F_K90_K80_K22    0x00005180
PIC18F67K90                  PIC18/PIC18F_K90_K80_K22    0x00005100
PIC18F85K22                  PIC18/PIC18F_K90_K80_K22    0x00005360
PIC18F85K90                  PIC18/PIC18F_K90_K80_K22    0x000052A0
PIC18F86K22                  PIC18/PIC18F_K90_K80_K22    0x00005320
PIC18F86K90                  PIC18/PIC18F_K90_K80_K22    0x00005260
PIC18F87K22                  PIC18/PIC18F_K90_K80_K22    0x000051C0
PIC18F87K90                  PIC18/PIC18F_K90_K80_K22    0x00005140
PIC18LF25K80                 PIC18/PIC18F_K90_K80_K22    0x00006260
PIC18LF26K80                 PIC18/PIC18F_K90_K80_K22    0x00006200
PIC18LF45K80                 PIC18/PIC18F_K90_K80_K22    0x00006240
PIC18LF46K80                 PIC18/PIC18F_K90_K80_K22    0x000061E0
PIC18LF65K80                 PIC18/PIC18F_K90_K80_K22    0x00006220
PIC18LF66K80                 PIC18/PIC18F_K90_K80_K22    0x000061C0
PIC24F04KA200                Others/PIC24                0x00000D02
PIC24F04KA201                Others/PIC24                0x00000D00
PIC24F04KL100                Others/PIC24                0x00004B01
PIC24F04KL101                Others/PIC24                0x00004B02
PIC24F08KA101                Others/PIC24                0x00000B08
PIC24F08KA102                Others/PIC24                0x00000B0A
PIC24F08KL200                Others/PIC24                0x00004B05
PIC24F08KL201                Others/PIC24                0x00004B06
PIC24F08KL301                Others/PIC24                0x00004B0A
PIC24F08KL302                Others/PIC24                0x00004B00
PIC24F08KL401                Others/PIC24                0x00004B0E
PIC24F08KL402                Others/PIC24                0x00004B04
PIC24F08KM101                Others/PIC24                0x00005500
PIC24F08KM102                Others/PIC24                0x00005502
PIC24F08KM202                Others/PIC24                0x00005512
PIC24F08KM204                Others/PIC24                0x00005516
PIC24F16KA101                Others/PIC24                0x00000B01
PIC24F16KA102                Others/PIC24                0x00000B03
PIC24F16KA301                Others/PIC24                0x00004508
PIC24F16KA302                Others/PIC24                0x00004502
PIC24F16KA304                Others/PIC24                0x00004506
PIC24F16KL401                Others/PIC24                0x00004B1E
PIC24F16KL402                Others/PIC24                0x00004B14
PIC24F16KM102                Others/PIC24                0x0000550A
PIC24F16KM104                Others/PIC24                0x0000550E
PIC24F16KM202                Others/PIC24                0x0000551A
PIC24F16KM204                Others/PIC24                0x0000551E
PIC24F32KA301                Others/PIC24                0x00004518
PIC24F32KA302                Others/PIC24                0x00004512
PIC24F32KA304                Others/PIC24                0x00004516
PIC24FJ16GA002               Others/PIC24                0x00000444
PIC24FJ16GA004               Others/PIC24                0x0000044C
PIC24FJ32GA002               Others/PIC24                0x00000445
PIC24FJ32GA004               Others/PIC24                0x0000044D
PIC24FJ32GA102               Others/PIC24                0x00004202
PIC24FJ32GA104               Others/PIC24                0x0000420A
PIC24FJ32GB002               Others/PIC24                0x00004203
PIC24FJ32GB004               Others/PIC24                0x0000420B
PIC24FJ48GA002               Others/PIC24                0x00000446
PIC24FJ48GA004               Others/PIC24                0x0000044E
PIC24FJ64GA002               Others/PIC24                0x00000447
PIC24FJ64GA004               Others/PIC24                0x0000044F
PIC24FJ64GA006               Others/PIC24                0x00000405
PIC24FJ64GA008               Others/PIC24                0x00000408
PIC24FJ64GA010               Others/PIC24                0x0000040B
PIC24FJ64GA102               Others/PIC24                0x00004206
PIC24FJ64GA104               Others/PIC24                0x0000420E
PIC24FJ64GA106               Others/PIC24                0x00001000
PIC24FJ64GA108               Others/PIC24                0x00001002
PIC24FJ64GA110               Others/PIC24                0x00001006
PIC24FJ64GB002               Others/PIC24                0x00004207
PIC24FJ64GB004               Others/PIC24                0x0000420F
PIC24FJ64GB106               Others/PIC24                0x00001001
PIC24FJ64GB108               Others/PIC24                0x00001003
PIC24FJ64GB110               Others/PIC24                0x00001007
PIC24FJ96GA006               Others/PIC24                0x00000406
PIC24FJ96GA008               Others/PIC24                0x00000409
PIC24FJ96GA010               Others/PIC24                0x0000040C
PIC24FJ128GA006              Others/PIC24                0x00000407
PIC24FJ128GA008              Others/PIC24                0x0000040A
PIC24FJ128GA010              Others/PIC24                0x0000040D
PIC24FJ128GA106              Others/PIC24                0x00001008
PIC24FJ128GA108              Others/PIC24                0x0000100A
PIC24FJ128GA110              Others/PIC24                0x0000100E
PIC24FJ128GB106              Others/PIC24                0x00001009
PIC24FJ128GB108              Others/PIC24                0x0000100B
PIC24FJ128GB110              Others/PIC24                0x0000100F
PIC24FJ192GA106              Others/PIC24                0x00001010
PIC24FJ192GA108              Others/PIC24                0x00001012
PIC24FJ192GA110              Others/PIC24                0x00001016
PIC24FJ192GB106              Others/PIC24                0x00001011
PIC24FJ192GB108              Others/PIC24                0x00001013
PIC24FJ192GB110              Others/PIC24                0x00001017
PIC24FJ256GA106              Others/PIC24                0x00001018
PIC24FJ256GA108              Others/PIC24                0x0000101A
PIC24FJ256GA110              Others/PIC24                0x0000101E
PIC24FJ256GB106              Others/PIC24                0x00001019
PIC24FJ256GB108              Others/PIC24                0x0000101B
PIC24FJ256GB110              Others/PIC24                0x0000101F
PIC24FV08KM101               Others/PIC24                0x00005501
PIC24FV08KM102               Others/PIC24                0x00005503
PIC24FV08KM202               Others/PIC24                0x00005513
PIC24FV08KM204               Others/PIC24                0x00005517
PIC24FV16KA301               Others/PIC24                0x00004509
PIC24FV16KA302               Others/PIC24                0x00004503
PIC24FV16KA304               Others/PIC24                0x00004507
PIC24FV16KM102               Others/PIC24                0x0000550B
PIC24FV16KM104               Others/PIC24                0x0000550F
PIC24FV16KM202               Others/PIC24                0x0000551B
PIC24FV16KM204               Others/PIC24                0x0000551F
PIC24FV32KA301               Others/PIC24                0x00004519
PIC24FV32KA302               Others/PIC24                0x00004513
PIC24FV32KA304               Others/PIC24                0x00004517
PIC24HJ12GP201               Others/PIC24                0x0000080A
PIC24HJ12GP202               Others/PIC24                0x0000080B
PIC24HJ16GP304               Others/PIC24                0x00000F17
PIC24HJ32GP202               Others/PIC24                0x00000F1D
PIC24HJ32GP204               Others/PIC24                0x00000F1F
